review_id,reviewer_name,rating,review_date_raw,review_text,owner_response,likes,local_guide
Ci9DQUlRQUNvZENodHljRjlvT205WWExbE9jREpFU0hGclJWTnlkR0pzY0VnM0xXYxAB,Alexey Moreno Pelegrin,5.0,7 months ago,Una atención increíble,"Buenas tardes, señor,
Muchas gracias por su apoyo, su confianza y sus valiosos comentarios. Continuaremos manteniendo y mejorando los estándares establecidos para garantizarle la mejor experiencia en cada una de sus visitas.

Saludos cordiales.",0,False
Ci9DQUlRQUNvZENodHljRjlvT21ab1dUSnRhak5UTlhjemNTMXBNVkphZEU1TlQzYxAB,Onifade Olanrewaju,5.0,7 months ago,,"Good evening Mr. Onifade,
    Thank you so much for your support, patronage, and honest rewarding feedback. We will continue to Uphold and increase the standards set and ensure you have the best experience every time you visit.

Kind Regards.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2tkdVJreFdTV3QxV0MwMUxYUjNOVVp1UWsxU2FtYxAB,R John,5.0,7 months ago,,"Good Afternoon sir/ma, 
  Thank you so much for your support, patronage, and honest rewarding feedback. We will continue to Uphold and increase the standards set and ensure you have the best experience every time you visit.

Kind Regards.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2pOYU1IZEdURWhqUTJsVFdHMXZUUzFvVW1wSVVXYxAB,Rashida Lawal,5.0,8 months ago,Customer service keeps getting better,"Hi Rashida, 
   Thank you so much for your support, patronage, and honest rewarding feedback. We will continue to Uphold and increase the standards set and ensure you have the best experience every time you visit. 

  Kind Regards, ",0,False
Ci9DQUlRQUNvZENodHljRjlvT2xBeFEwWjVWMDV0WW5BdFltazFhVGhLYjJFd1owRRAB,Kezia Ini,5.0,8 months ago,Nice African store,"Good Morning, Mr./Ms. Kezia,
   Thank you so much for the wonderful 5-star review! We're thrilled to see that you had such a great experience at Wazobia. We can’t wait to welcome you back again soon.
Thank you",0,False
Ci9DQUlRQUNvZENodHljRjlvT21GWVQwRnViRzFyUjJ0eWFXb3RaWEJGT1VkSlVWRRAB,Covina Davis,4.0,8 months ago,,"Good morning Ms. Covina,
Thank you so much for patronizing and leaving us a review, we are sincerely grateful. Please, how can we gain your 5-star review and ensure you enjoy excellent service during your visit to our locations.

Thank you.",0,False
ChdDSUhNMG9nS0VJQ0FnSURJdWE2QTJ3RRAB,Jusyv,4.0,Edited 8 months ago,Good place to shop African stuffs. Clean restaurant and restroom. Cautious staffs and timely attendance,Thank you.,0,False
Ci9DQUlRQUNvZENodHljRjlvT2w5dVFucFdVRkJQWVMxM2R6UXlOak10ZG5kdmMzYxAB,Charles Okolie,5.0,8 months ago,,"Good morning, Mr. Charles,
Thank you so much for the wonderful 5-star review! We're thrilled to see that you had such a great experience at Wazobia. We can’t wait to welcome you back again soon.
Thank you",0,False
Ci9DQUlRQUNvZENodHljRjlvT2xNeVVuUmljR1F4WjBkd1JsOTVZVUo1YlVjMmJrRRAB,Cynthia Kamara,5.0,8 months ago,,"Good morning, Ms. Cynthia,
Thank you so much for the wonderful 5-star review! We're thrilled to see that you had such a great experience at Wazobia. We can’t wait to welcome you back again soon.
Thank you",0,False
Ci9DQUlRQUNvZENodHljRjlvT2pGaFVrcDNTMnBZYldGTlYwd3hiVXB6WW5kS01uYxAB,Juana Nsue,5.0,8 months ago,,"Good morning, Mr./Ms. Juana,
Thank you so much for the wonderful 5-star review! We're thrilled to see that you had such a great experience at Wazobia. We can’t wait to welcome you back again soon.
Thank you",0,False
Ci9DQUlRQUNvZENodHljRjlvT210QlpHeHBaSGgxVlMwME1qUktjR1ZGUXpSRWNIYxAB,Nonye Ibeanu,2.0,8 months ago,"They are so disorganized and their service is extremely slow. One server spend a lifetime with one customer, even chatting away when they are paying like the queue is not long? Work on this. It’s been this way for years. So slow.","Greeting Ms. Nonye,
We’re very sorry to hear about your recent experience with us. We truly appreciate your feedback; it helps us identify where we need to improve.
We’d like the opportunity to learn more and make things right. If you’re open to it, please reach out to us directly at Wazobiamarket@gmail.com so we can discuss this further.
Thank you for bringing this to our attention.
Best Regards.",0,False
Ci9DQUlRQUNvZENodHljRjlvT25aWE1tZG9hMUJyUVdjdFRFcEJOaTEzTjJWR05rRRAB,Akwasi Nti,5.0,8 months ago,,"Good morning, Mr./Ms. Akwasi,
Thank you so much for the wonderful 5-star review! We're thrilled to see that you had such a great experience at Wazobia. We can’t wait to welcome you back again soon.
Thank you",0,False
Ci9DQUlRQUNvZENodHljRjlvT25wTE5YUjBVRVZFV1VWc2JGbHRaREo0U1VoRGNHYxAB,Fabrice Djubgang,3.0,8 months ago,Feeling good here,"Good morning Mr./Ms. Fabrice, 
     Thank you so much for patronizing and leaving us a review, we are sincerely grateful. Please, how can we gain your 5-star review and ensure you enjoy excellent service during your visit to our locations. 

Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2xZM1EzZFdlR1paUkhVNFZHTk1lbVpuTVRReVRIYxAB,Hannah Weah-Wymola,5.0,8 months ago,High but food is very good depending on what you gets,"Good morning, Ms. Hannah,
Thank you so much for the wonderful 5-star review! We're thrilled to hear that you had such a great experience at Wazobia. Your kind review means a lot to us, and we're so happy you enjoyed your time here. We can’t wait to welcome you back again soon.
Thank you",0,False
Ci9DQUlRQUNvZENodHljRjlvT21aZlNuTjZaVE5GVW1kRmVXMDVMUzEwVkVWalduYxAB,Jesus,5.0,9 months ago,,"Good afternoon Mr. Jesus,
Thank you so much for the wonderful 5-star review! We're thrilled to see that you had such a great experience at Wazobia. Your kind review means a lot to us, and we're so happy you enjoyed your time here. We can’t wait to welcome you back again soon.
Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2pVeFFtRjZYM1pXWkdsdFRHeFRlVEJaY1hsZmFYYxAB,Babatunde Omotosho,5.0,9 months ago,Great initiative on the expansion. My family and I visited on its relaunch and we got free food! All four of us! The staff members wore smiles on their faces despite the harsh Houston weather. Professionalism is absolutely top-notch,"Good afternoon Mr. Babatunde,
Thank you so much for the wonderful 5-star review! We're thrilled to see that you had such a great experience at Wazobia. Your kind review means a lot to us, and we're so happy you enjoyed your time here. We can’t wait to welcome you back again soon.
Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2s0dFRqSTNTVU5EYWs0NU5YRkpabnBtYlY5aVdGRRAB,ChiChi C,5.0,9 months ago,"Wazobia Store is an excellent place to shop! The store is well‑organized, clean, and stocked with a wide variety of authentic African products. The staff are friendly, helpful, and always ready to assist, which makes the shopping experience smooth and enjoyable. Prices are fair, and the quality of items is consistently high. I highly recommend Wazobia Store to anyone looking for great service and authentic products.","Good afternoon Mr. ChiChi,
Thank you so much for the wonderful 5-star review! We're thrilled to see that you had such a great experience at Wazobia. Your kind review means a lot to us, and we're so happy you enjoyed your time here. We can’t wait to welcome you back again soon.
Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2pWNGNsVjBWbkprZEVKMGVEVXlUWFpQVm1oT1NrRRAB,Adeyemi Dami,5.0,9 months ago,I got the Efo riro with pounded yam tasted delicious expect me back next week 😊😊.,"Good afternoon Mr. Adeyemi,
Thank you so much for the wonderful 5-star review! We're thrilled to see that you had such a great experience at Wazobia. Your kind review means a lot to us, and we're so happy you enjoyed your time here. We can’t wait to welcome you back again soon.
Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT25wRGJuZzBXWHBzTFd0SmFGbGthWFZOYVU1S2FtYxAB,Al Vin,5.0,9 months ago,,"Good afternoon Mr. Al Vin,
Thank you so much for the wonderful 5-star review! We're thrilled to see that you had such a great experience at Wazobia. Your kind review means a lot to us, and we're so happy you enjoyed your time here. We can’t wait to welcome you back again soon.
Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2tZemREZFdUWEpDVEZOWWNYRjNOVXRKTVd4ZmNFRRAB,Ida Mahop,5.0,9 months ago,Their food is good and environment clean,"Thank you, Mr./Ms. Ida, for your 5-star review and testament to our good food. We sincerely appreciate your support and look forward to serving you again soon.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2xWdE5XOTFjRk5aZURnNVZrWnpTVEZ6YkVaSFJIYxAB,Wumi Ijad,5.0,9 months ago,,"Thank you, Ms. Wumi, for your 5-star review and testament to our good food. We sincerely appreciate your support and look forward to serving you again soon.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2xWVWMwNVpOakJwUlVKak5HcGpibmd4VldsZmExRRAB,Chidimma Mary,5.0,9 months ago,,"Good evening, Ms. Chidinma,
     Thank you so much for the wonderful 5-star review! We're thrilled to hear that you had such a great experience at Wazobia. Your kind review means a lot to us, and we're so happy you enjoyed your time here. We can’t wait to welcome you back again soon.
Thank you",0,False
Ci9DQUlRQUNvZENodHljRjlvT2tkQlVsRTRkRkJFYnpGc2RsUjNabTFITkU5T2MyYxAB,Bibi,5.0,9 months ago,,"Good evening, Ms. Bibi.
Thank you so much for the wonderful 5-star review! We're thrilled to hear that you had such a great experience at Wazobia. Your kind review means a lot to us, and we're so happy you enjoyed your time here. We can’t wait to welcome you back again soon.
Thank you",0,False
Ci9DQUlRQUNvZENodHljRjlvT2xVd1JFSXdXRzV4TVRoSk1UWnZaMGxQYWxJdFYyYxAB,Aleshia H.,2.0,9 months ago,"The wait is too long for food, they need more workers, and more space.","Good evening Ms. Aleshia,
   We’re very concerned to read your feedback, as customer service and care are our top priorities. We are looking to increase on our staffing count so we can improve our service and get you home quickly. 
   Thank you for bringing this to our attention, we want to ensure every customer receives the high quality, healthy meals we pride ourselves on.
Kind Regards.",0,False
ChZDSUhNMG9nS0VJQ0FnSURSdTgtSVF3EAE,Mama Coycoy,5.0,Edited 9 months ago,,"Dear Mama, Thank you for leaving us a 5-star review, we appreciate your patronage. Looking forward to serving you again.",0,False
Ci9DQUlRQUNvZENodHljRjlvT25RNFRFdEVMVXBwUlRadUxYaHdNWGRyVDJWME1GRRAB,Joseph Poplinger,5.0,10 months ago,African food. A bit expensive but good quality,"Good evening Mr. Joseph,
Thank you so much for the wonderful 5-star review! We're thrilled to hear that you had such a great experience at Wazobia. Your kind review means a lot to us, and we're so happy you enjoyed your time here. We can’t wait to welcome you back again soon.
Thank you",0,False
Ci9DQUlRQUNvZENodHljRjlvT2pGWllrMVRVR0o2TlU5RWMwUmhVR1E0WjI5ek9FRRAB,Balm N Body Health and Wellness Clinic,5.0,10 months ago,,"Good evening,
Thank you so much for the wonderful 5-star review! We're thrilled to hear that you had such a great experience at Wazobia. Your kind review means a lot to us, and we're so happy you enjoyed your time here. We can’t wait to welcome you back again soon.
Thank you",0,False
Ci9DQUlRQUNvZENodHljRjlvT25ad1UzbFVXV05OT1hGc01rdHFaVkZNTTFkMGJIYxAB,Mariam Gbadamosi,5.0,10 months ago,,"Good evening Ms. Mariam,
Thank you so much for the wonderful 5-star review! We're thrilled to hear that you had such a great experience at Wazobia. Your kind review means a lot to us, and we're so happy you enjoyed your time here. We can’t wait to welcome you back again soon.
Thank you",0,False
Ci9DQUlRQUNvZENodHljRjlvT21RemIwVnNlVGxOVUc5RWNHeE1lRjlhTW1OclIyYxAB,Salim B,5.0,Edited 10 months ago,"Wazobia Market is one of the best spots in Houston for African groceries. The place is well-organized, prices are fair, and they always have fresh items you can’t find in regular supermarkets. Staff is friendly and helpful, and the meat section is always clean. If you want real African ingredients without driving all over the city, this is the place to go.","Good afternoon Mr./Ms. Salim,
    Thank you so much for your patronage and support, we are so grateful. How can we improve our service and meet your expectations? We aim to provide awesome service and earn your business plus the 5-star rating.
Kind Regards.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2xGQlZYbGZiRk14Y0RoNlMzSTJZemhDVG5KQ1VVRRAB,Best in Variety Activewear,5.0,10 months ago,Great selection,"Good afternoon,
   We are delighted you had a good experience at one of our stores, our goal here at WAZOBIA is to serve you and provide you with great service, thank you for your patronage and we look forward to serving you and continue making you feel good.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2pGZmEzTlBOSGx3Y1hCMmFGazBYMGREYm5OSGJtYxAB,Nicole T,5.0,10 months ago,"Looking for some good grilled chicken,  scorched eggs and fish. Already cooked! YUMMY TO MY TUMMY","Good afternoon Ms. Nicole,
Thank you so much for your patronage and support, we are so grateful. We will continue to meet your expectations.
Kind Regards.",0,False
Ci9DQUlRQUNvZENodHljRjlvT21oV05FSlZjMkZhYkVkb2F6Qk1aVFEzZUc1eFozYxAB,Ka A,5.0,10 months ago,,"Good afternoon Mr./Ms. Ka,
Thank you so much for your patronage and support, we are so grateful. We will continue to meet your expectations.
Kind Regards.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2pOV1FVNWlWVzQxTmw5M1dsbFhjbXBNVERWUlExRRAB,Opara Augustine,5.0,10 months ago,,"Good afternoon Mr. Opara,
   We are delighted you had a good experience at one of our stores, our goal here at WAZOBIA is to serve you and provide you with great service, thank you for your patronage and we look forward to serving you and continue making you feel good.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2paQ1pIQlpVWGt6TFVselZISjJaeTAwUWpoaVMxRRAB,Chika Okpara,5.0,10 months ago,,"Good afternoon Mr./Ms. Chika,
     Thank you so much for your patronage and support, we are so grateful. We will continue to meet your expectations.
Kind Regards.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2poT1VteFpNbG93ZGpZemQxTXRjMmh2Tm5ORWNXYxAB,Herby,5.0,10 months ago,My go to spot for puff puff and spicy gizards👍,"Good afternoon Ms. Herby,
      Thank you so much for your patronage and support, we are so grateful. We will continue to meet your expectations. We will continue to do our best to source best quality products at the best price.
Kind Regards.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2xaVVpHOHlOMlU1YUV4ZmVVUmxXV0pQU3pWSFpYYxAB,S Sonuga,5.0,10 months ago,,"Good morning Mr./Ms. Sonuga,
Thank you so much for your patronage and support, we are so grateful. We will keep up the good work to ensure we keep earning your business.
Thank you",0,False
Ci9DQUlRQUNvZENodHljRjlvT2w5UFh6TnhiRkp1VVdRd1JEaHBhVmhhVTBSNVEwRRAB,Richard Okoogwa,5.0,10 months ago,,"Good afternoon Mr. Richard,
    Thank you so much for your patronage and support, we are so grateful. We will continue to meet your expectations.
Kind Regards.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2w4MFEyTk1WMHRzT1hjNVRVdHRRME4wTmpoWlEyYxAB,Valery Nsabe,1.0,10 months ago,,"Good morning Mr./Ms. Valery,
    We’re truly sorry to hear about your experience at our location. This is not the quality or service we strive to provide. We take feedback seriously and would love the opportunity to make things right. Please reach out to us at wazobiamarket@gmail.com or contact the store so we can address your concerns and improve. We would love to see how we can earn your 5-star feedback.
Kind regards.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2xFM1p6VjNkMVYwVjFSUlJtd3pWbWsxTUd0TWNVRRAB,tomi enitan,1.0,10 months ago,"When you come here, be prepared to have your time wasted. I came in just to grab some groceries and ended up standing in line for over 15 minutes. After all that waiting, I was told the register was acting up, with zero empathy. I switched to another line, which took another 10 minutes before I was finally checked out. Very upsetting and disappointing experience.","Good morning Mr./Ms. Tomi,
We’re truly sorry to hear about your experience at our location. This is not the quality or service we strive to provide. We take feedback seriously and would love the opportunity to make things right. Please reach out to us at wazobiamarket@gmail.com or contact the store so we can address your concerns and improve. Thank you for bringing this to our attention.
Kind regards.",0,False
ChZDSUhNMG9nS0VJQ0FnSUN3OUphbGZ3EAE,fakanlu oluwabusuyi,4.0,Edited 10 months ago,Everything african not just food,Thank you.,0,False
ChZDSUhNMG9nS0VJQ0FnSUNRa3NYbWZ3EAE,Humphrey Mosenge,2.0,Edited 10 months ago,Doordash orders take hours to prepare,"Thank you, we are glad you are satisfied.",0,False
Ci9DQUlRQUNvZENodHljRjlvT25VME5HeFNaRWR4Y0d0cWRtdDZNSGxuVTFWVWFrRRAB,Gbenga Awojinrin,5.0,10 months ago,"Best party jollof rice I have had since stepping into the US. Whether it was a one-off thing or that's their norm, I don't know. I do know whenever I return to Houston, I'll be ordering their rice again.","Good afternoon Mr. Gbenga,
      Thank you so much for your support and membership, we are grateful. We will continue to strive for greatness and meet you everyday expectations.
Thank you.",0,False
ChdDSUhNMG9nS0VJQ0FnSUNYNWQ3Q3hRRRAB,John Ogun,5.0,Edited 10 months ago,It's an awesome place to be.,"Good morning Mr. John,
We are delighted you had a good experience at one of our stores, our goal here at WAZOBIA is to serve you and provide you with great service, thank you for your patronage and we look forward to serving you and continue making you feel good.",0,False
ChdDSUhNMG9nS0VJQ0FnSURna2VPMTdBRRAB,Oyinda Adeoshun,4.0,Edited 10 months ago,,Thank you.,0,False
Ci9DQUlRQUNvZENodHljRjlvT2pndGJqWXdWRFJIU0VwelJYSXdabDlJVmxkT2JXYxAB,Rafael Muele,5.0,10 months ago,Good experience,"Thank you, Mr. Rafael, for your review and support. We’re happy you had a positive experience and will keep working to meet and exceed your expectations.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2xkeWNXb3dWa2cyZGw5c2FIcHdNRmwyY0dsRU4xRRAB,Dolapo Alade Oduniyi,5.0,11 months ago,,"Thank you, Ms. Dolapo, for your review and support. We’re happy you had a positive experience and will keep working to meet and exceed your expectations.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2t0d1lrTlpURVJNWmxsa1ZXUkdTM0ZmVGtZMGVsRRAB,That African,4.0,11 months ago,Good atmosphere 👌,"Thank you, sir/Madam, for your review and kind words. We’re glad you enjoyed your visit, and we’ll keep working hard to make your next experience a 5-star one.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2xBNU5Wa3RSRTVXVjFsRk5WRnNSRlJJVGxoRE5FRRAB,Lisa Duncan,5.0,11 months ago,Buzzing with ppl. Even open in the late night.,"Good afternoon Ms. Lisa,
Thank you so much for the wonderful 5-star review! We're thrilled to hear that you had such a great experience at Wazobia. Your kind review means a lot to us, and we're so happy you enjoyed your time here. We can’t wait to welcome you back again soon.
Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2pGblVIUTJRelE1Y2twTlExZGpiR1ZxWW1NeGNVRRAB,michelle talabi,5.0,11 months ago,The only African market you should be shopping at,"Good afternoon Ms. Michelle,
     Thank you for your patronage and feedback, we truly appreciate it. We will continue to improve and be at our best to care for you, earn your 5-star ratings and business.
Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2pBME9GZFVibUpFU21Ga1NWQmpUa2R0Um5Sa01WRRAB,Grace Ade,1.0,11 months ago,"What do you spray your ripe Plantain with? I bought about 12 plantain on Friday 10/10/25 by the time i got home they were turning BLACK, by the next day a couple them were super soft and soggy. Please,  this unsafe practice must stop. I buy same product from Fiesta Mart and it takes it's NATURAL COURSE to slowly rippen. If this unsafe practice continues i would have to get the appropriate establishment involved.  I have seen Videos online where unripe plantain and unripe bananas are dipped into Chemicals and brought out the immediate result is that they come out of the Chemicals looking YELLOW & RIPE. Every Customer's health is vital.","Good afternoon Ms. Grace, 
   Thank you for bringing your concerns to our attention.
We want to assure you that we do not use or spray any chemicals or substances to artificially ripen plantains. Our store follows strict handling procedures, and we do not engage in any practices to accelerate the ripening process.

It's important to note that plantains are highly sensitive to heat, and exposure to warm temperatures, such as during transportation or storage, can cause them to ripen rapidly and even darken or soften within a short period. We do our best to manage storage conditions properly, but sometimes environmental factors can affect ripening faster than expected.
We appreciate your feedback and will continue to monitor and improve our handling procedures to ensure the best quality for our customers. Your health and satisfaction are extremely important to us, and we are open to work with any govt agency that wants to review this matter. 
  Thank you. 

Thank you again for reaching out.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2pCMWRrVk9USFl6UXpSck1VVlhUMmsxY0dGTExXYxAB,KIMBERLY WILLIAMS,4.0,11 months ago,,"Good afternoon Ms. Kimberly,
Thank you so much for your patronage and support, we are so grateful. How can we improve our service and meet your expectations? We aim to provide awesome service and earn your business plus the 5-star rating.
Kind Regards.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2toRGVHWmZkVUZwYkdkNGIwRm9ha0ptT0RJMmJYYxAB,Franklin Onyenuforo,5.0,11 months ago,,"Good morning Mr. Franklin,
     Thank you for your patronage and feedback, we truly appreciate it. We will continue to improve and be at our best to care for you, earn your 5-star ratings and business.
Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2poYVZGOXNialV4ZUMwME9ESXlkelpEVGxsRlNrRRAB,PrettyK,4.0,11 months ago,,"Good evening Ms. PrettyK,
Thank you so much for your patronage and support, we are so grateful. How can we improve our service and meet your expectations? We aim to provide awesome service and earn your business plus the 5-star rating.
Kind Regards.",0,False
ChZDSUhNMG9nS0VJQ0FnSURDcy12ZktBEAE,Bukola Kayode,5.0,Edited 11 months ago,,"Good evening Ms. Bukola,
Thank you so much for the wonderful 5-star review! We're thrilled to hear that you had such a great experience at Wazobia. Your kind review means a lot to us, and we're so happy you enjoyed your time here. We can’t wait to welcome you back again soon.
Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2pGbFZHSkRRMGt0YldSaVl6VllObmRDVUVZNVRGRRAB,LEO OJIGBO,5.0,11 months ago,,"Good evening Mr. Leo,
Thank you so much for the wonderful 5-star review! We're thrilled to hear that you had such a great experience at Wazobia. Your kind review means a lot to us, and we're so happy you enjoyed your time here. We can’t wait to welcome you back again soon.
Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2pKTGRtRTFjM0F4Ym05UldrUldRbU42Y1c1UmRXYxAB,Donna Okogwu,2.0,11 months ago,Brought stew and it was sour.,"Good afternoon Ms. Donna,
We appreciate your patronage and support, and your feedback helps us keep working towards being your best kitchen. To support us research and resolve this better, please can you contact us at wazobiamarket@gmail.com.
We are eternally grateful for your patronage and support.

Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT25aNGVWRTRkSEZEVGpaa1JHTmhXRGxhTmpob1VWRRAB,Sarah Olorunyomi,1.0,11 months ago,"Your employees WILL be the reason why there will be a lawsuit against this store. Where in the store does it states pregnant women or with children will be attended to first regardless of the pick a number procedure in the meat department? So I was already waiting 9 plus minutes, so because this woman is pregnant the rules and policy for requesting for meat/poultry is voided out. That’s discrimination. The sad case is they catered to the alleged pregnant woman when there should have been structure and procedure in a multi business establishment. If you’re not able to do that at Walmart, HEB, or other shopping stores why would it be done at this store?","Good morning Ms. Sarah, 
     Thank you for bringing this to our attention. We’re very sorry to hear about your experience and understand your frustration. Our intention is always to serve customers fairly and respectfully, following the number system in place to ensure order and transparency.
We sincerely apologize if it appeared that this process was not followed, and we’re reviewing the situation internally to ensure that our team consistently upholds proper procedures for all customers. Your feedback will be addressed directly with the staff involved, and we’re taking it seriously to prevent similar concerns in the future.
   In same light, I would like to clearly state that in situations like this, we are also required to prioritize disabled and senior citizens to ensure their health and care is also well managed. Women who are pregnant are most times considered to be temporarily disabled. As we all know, pregnancy is not an easy journey, and most women go through serious life threatening events, that some women loose their lives in the process. The staffs are trained to ensure they are cared for with utmost urgency and care, to prevent any medical related emergency from occurring at the site or as a result of our service. 
We appreciate your patience and the opportunity to improve. Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT21rNFQwbFRaVUpUWVVSdFdVdENWRnB1UWtWUldYYxAB,huhhryanあ,5.0,11 months ago,,"Good Afternoon Sir/Madam,
Thank you so much for the wonderful 5-star review! We're thrilled to hear that you had such a great experience at Wazobia. Your kind review means a lot to us, and we're so happy you enjoyed your time here. We can’t wait to welcome you back again soon.
Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2xKR1RUWnlhMjh4VW1WcVIwVmZOSGR5UzBVMk1IYxAB,Erhube Helen,3.0,11 months ago,,"Good Morning Sir/Madam,
Thank you so much for taking time to patronize us and leave us a feedback, we are truly grateful. 
  We are sad to see that you gave us a 3 star ratings, and would love to know more on your experience, how we can improve on it to give you a better experience, and potentially earn your 5 star and membership. Please, contact us at wazobiamarket@gmail.com, we look forward to hearing from you and building an amazing relationship.
  Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT21OYVozZFNVSFpCWWpsWFlrSlRVVjlQVlZwc1RYYxAB,Houston Men Of Purpose,5.0,11 months ago,,"Good Morning Sir/Madam,
Thank you so much for the wonderful 5-star review! We're thrilled to hear that you had such a great experience at Wazobia. Your kind review means a lot to us, and we're so happy you enjoyed your time here. We can’t wait to welcome you back again soon.
  Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2t3MVlYbE5aSGxSUjFaV1ZtWlFlWEpWWkdGUE5XYxAB,Uju,1.0,11 months ago,"Hmmm, waited for a good 30 minutes before it got to my turn to buy fish, goat meat, tripe etc. I just opened the bags and realized that the goat meat, catfish and the tripe was not cut as requested. How do I cut chunks of goat meat with my kitchen knife? 🤷. Also noticed the Hispanic guys are new, they are too slow and do not follow instructions. They should get some training please...I am really upset now. Mtchew...","
Good Morning Sir/Madam,
    Thank you so much for taking time to patronize us and leave us a feedback, we are truly grateful. 
    We are sad to see that you gave us a 1 star ratings, and We sincerely apologize for the wait time and for not cutting your items as requested. Your feedback is very important, and we’re addressing this with our team to ensure better service and proper training. We truly regret the inconvenience and appreciate you bringing this to our attention.
   We  look forward to severing you better and earring your 5 star ratings. 

Thank you. ",0,False
ChdDSUhNMG9nS0VJQ0FnSUNDdkkzZ3VRRRAB,Ben Mbong,3.0,Edited 11 months ago,,"Good Morning Sir/Madam,
Thank you so much for taking time to patronize us and leave us a feedback, we are truly grateful. 
We are sad to see that you gave us a 3 star ratings, and would love to know more on your experience, how we can improve on it to give you a better experience, and potentially earn your 5 star and membership. Please, contact us at wazobiamarket@gmail.com, we look forward to hearing from you and building an amazing relationship.
Thank you.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2xNMmFrVTJXV3hRVlVkSVEyVk1TemxyZFU5T1ozYxAB,Imeh Ntia,3.0,a year ago,,"Good afternoon Mr. Imeh,
Thank you so much for your patronage and support, we are so grateful. How can we improve our service and meet your expectations? Your satisfaction and care are our utmost priority.
Kind Regards.",0,False
Ci9DQUlRQUNvZENodHljRjlvT2tGRmJ6QjZNbWQwUlU5NFdYSjBWalJLVG1oclpGRRAB,Tiffany,4.0,a year ago,This store seemed relatively clean and organized.,"Good morning Ms. Tiffany,
Thank you so much for your patronage and support, we are so grateful. How can we improve our service and meet your expectations? Your satisfaction and care are our utmost priority.
Kind Regards.",0,False
ChZDSUhNMG9nS0VJQ0FnTUNvdXR6ckdnEAE,Christelle KPAKOTE,5.0,Edited a year ago,Always clean and professional. Customer service friendly.,"Good Morning Ms. Christelle,

Thank you so much for the wonderful 5-star review! We're thrilled to hear that you had such a great experience at Wazobia. Your kind review means a lot to us, and we're so happy you enjoyed your time here. We can’t wait to welcome you back again soon",0,False
Ci9DQUlRQUNvZENodHljRjlvT2s5dE5sTXRRekpaYmsxM2QwMVJOVmd5UzNoU1dHYxAB,Jam Li,5.0,a year ago,The best Africa store in Houston. Customer service good,"Good morning Mr./Ms. Jam,
Thank you so much for your patronage and support, we are so grateful. We will keep up the good work to ensure we keep earning your business.
Thank you",0,False
Ci9DQUlRQUNvZENodHljRjlvT2todFVWVXpOVVpyUjFscGJVMDVZWE55WmpobGJWRRAB,Nicole Nark,5.0,a year ago,Perfect place for African essentials. Great selection of fresh and frozen meats and seafood,"Good afternoon Ms. Nicole,
Thank you so much for your patronage and support, we are so grateful. We will continue to meet your expectations.
Kind Regards.",0,False
Ci9DQUlRQUNvZENodHljRjlvT25Wdk1ESkRha3QxYlVWQ1pWWjNVRmN5U214aGJrRRAB,Colette Ajoku,5.0,a year ago,okay but expensive,"Good afternoon Ms. Colette,
Thank you so much for your patronage and support, we are so grateful. We will continue to meet your expectations. We are unfortunately impacted by the tariffs and inflation in the country; we will do our best to source best quality products at the best price. 
Kind Regards.",0,False
